,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine,toilets:wheelchair,subway,tram,bus,railway,public_transport,PublicTraffic,What
3018,48.1218663,11.5415194,Schmied-von-Kochel-Denkmal,yes,,Fountain,,Attraction,,,,,,,,,,,"Fountain,Attraction"
2769,48.1218525,11.6701653,Schmuckerweg,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
6998,48.105918,11.5326978,Schneemannstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
777,48.1276398,11.6297863,Schneider Bräuhaus,yes,,Restaurant,Mo-Su 16:30-23:30+,,,https://www.schneider-brauhaus-bergamlaim.de/de,Regional,Fully Wheelchair Accessible,,,,,,,Restaurant
12747,48.0981181,11.5094708,Schnickschnack,yes,,Cafe,Tu-Sa 10:00-18:00,,,,Cake,,,,,,,,Cafe
2011,48.179298,11.5641984,Schoppenhauer,limited,,Pub,,,,,,,,,,,,,Pub
1887,48.1339941,11.5739818,Schranne,limited,,Parking,,,,,,,,,,,,,Parking
12992,48.1342239,11.5748343,Schrannenhalle,limited,,,,,,,,no,,,Bus Stop,,platform,Bus Stop,Bus Stop
4842,48.1396313,11.5411657,Schrenkstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
7155,48.1382273,11.5799965,Schuhbecks Eissalon,limited,,Ice Cream,Mo-Su 12:00-20:00,,,,,,,,,,,,Ice Cream
2057,48.183463,11.4827112,Schulbus,limited,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
4126,48.0994895,11.6403517,Schumacherring,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
768,48.1439332,11.5786175,Schumann's,limited,KEINE TOILETTEN am Abend auch im Umkreis nicht,Pub,"Mo-Fr 08:00-24:00, Sa-Su 18:00-24:00, Mo-Su 00:00-03:00, PH off",,,https://schumanns.de/de/index.html,,,,,,,,,Pub
10622,48.139687,11.57489,Schumanns Tagesbar,limited,,Restaurant,"Mo-Fr 08:00-03:00, Sa-Su 18:00-03:00",,,,,,,,,,,,Restaurant
3055,48.18665,11.5909661,Schwabing Nord,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
6546,48.1614183,11.574671,SchwabingWest,limited,kein Rolli WC (?),Restaurant,"Mo-Th 10:00-23:00, Fr-Sa 10:00-23:59, Su 10:00-22:00",,,https://schwabing-west.com/,"German,Regional,Bavarian",,,,,,,,Restaurant
11604,48.1583432,11.569245,Schwabinger Hausarztpraxis,yes,,Doctors,"Mo,Fr 08:30-11:30, Mo,Tu 14:00-17:00, Th 15:00-19:00",,,https://schwabinger-hausarztpraxis.de/,,,,,,,,,Doctors
3057,48.1727089,11.5861369,Schwabinger Tor,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
10633,48.137249,11.563035,Schwan Restaurant,limited,,Restaurant,Mo-Su 17:00-00:00,,,,,,,,,,,,Restaurant
2552,48.127983,11.6211072,Schwanen Apotheke,yes,,Pharmacy,"Mo-Fr 09:00-18:00, Sa 08:00-12:00",,,https://www.schwanen-apotheke-muenchen.de,,,,,,,,,Pharmacy
213,48.1033118,11.5967781,Schwanseestraße,limited,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1622,48.1375181,11.563718,Schwanthaler Apotheke,limited,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-16:00",,,https://www.schwanthaler-apotheke-app.de,,,,,,,,,Pharmacy
4787,48.1266859,11.5831466,Schweigerstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7071,48.1234441,11.5934533,Schwester-Eubulina-Platz,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3919,48.1799224,11.5130156,Schworm Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 09:00-13:00, Su,PH off",,,,,,,,,,,,Pharmacy
314,48.1146482,11.5709276,Schyrenapotheke,limited,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-13:00",,,,,,,,,,,,Pharmacy
8097,48.1253162,11.5783434,Schülerhort Isar-Tintenklecks e.V.,limited,,Childcare,,,,https://isar-tintenklecks.de/,,,,,,,,,Childcare
11547,48.111144,11.4774852,Science-Fiction-Haus,yes,,,,Attraction,,https://www.br.de/extra/medienkompetenzprojekte/index.html,,,,,,,,,Attraction
329,48.1603642,11.5989983,Seehaus,yes,,Parking,,,,,,,,,,,,,Parking
4625,48.1455698,11.5604906,Seen,limited,,Restaurant,"Mo-Su 11:30-15:00, 18:00+",,,https://www.seen-restaurant.de/,Chinese,,,,,,,,Restaurant
2184,48.1607023,11.591586,Seerose,"limited,no",,Restaurant,"Mo-Fr 11:30-15:00, 17:30-21:00, Sa-Su 10:00-21:00",,,,,,,,,,,,Restaurant
3526,48.1417761,11.4490027,Seibel's Park-Hotel,yes,,,,Hotel,,,,,,,,,,,Hotel
849,48.1412843,11.5850675,Seitz Trattoria,limited,,Restaurant,"Mo-Fr 11:30-23:00, Sa 18:00-23:00",,,http://www.trattoria-seitz.eu,,,,,,,,,Restaurant
9426,48.1383182,11.5404652,Selbsthilfezentrum München - SHZ,limited,,Social Facility,"Mo-Fr 09:00-17:00, Sa,Su,PH closed",,,,,,,,,,,,Social Facility
9017,48.1295645,11.7025367,Selma-Lagerlöf-Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
10720,48.0951926,11.5220193,Sendling's Special Kebap,yes,,Fast Food,"Mo-Sa 10:30-21:00, PH,Su 11:00-20:30",,,,Turkish,,,,,,,,Fast Food
2526,48.1246043,11.5413115,Sendlinger Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,https://www.sendlingerapotheke.de/,,,,,,,,,Pharmacy
1977,48.1211772,11.5437722,Sendlinger Augustiner,yes,,Restaurant,"Mo-Su 11:00-01:00, PH off",,,,"German,Regional",Partially Wheelchair Accessible,,,,,,,Restaurant
10736,48.1215208,11.5407327,Sendlinger Berg Fischer,yes,,Restaurant,"Mo-Fr 10:00-22:00, Sa 10:00-18:00",,,,Seafood,,,,,,,,Restaurant
7000,48.1219473,11.5411129,Sendlinger Kirche,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4788,48.1338536,11.5660138,Sendlinger Tor,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
4626,48.1255755,11.4973806,Senftenauerstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
12532,48.1981655,11.5350811,Seniorenbetreuung Feri,yes,,Social Facility,"Mo,Fr 09:00-12:00",,,,,,,,,,,,Social Facility
5165,48.1165041,11.525616,Seniorencentrum,yes,,Social Facility,,,,https://www.vitanas.de/einrichtungen/senioren-centren/bayern/muenchen-am-partnachplatz/,,,,,,,,,Social Facility
8881,48.1747003,11.5127921,Seniorenzentrum Bethel München,yes,,Social Facility,,,,,,,,,,,,,Social Facility
8704,48.1229711,11.5485875,Senserstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7759,48.1129764,11.5484335,Senso Ristorante,limited,,Restaurant,,,,https://senso-ristorante.de/,Italian,no,,,,,,,Restaurant
5318,48.128355,11.6024704,Seral,limited,,Fast Food,"Mo-Sa 08:00-21:00, Su 11:00-20:00",,,,Kebab,,,,,,,,Fast Food
8168,48.1564964,11.5835639,Serlo Education e.V. – Hochschulgruppe der LMU,yes,,University,,,,https://de.serlo.org/,,,,,,,,,University
9433,48.1005715,11.572228,ServiceCenter,yes,,,Mo-Fr 08:00-18:00,Tourist Information Center,,,,,,,,,,,Tourist Information Center
13632,48.137266,11.5608735,Servus Habibi,limited,,Restaurant,"Mo-Fr 12:00-14:30,17:00-24:00, Sa-Su 17:00-24:00",,,https://servus-habibi.de/,Lebanese,no,,,,,,,Restaurant
7318,48.1356475,11.5801447,Sesam Falafel,limited,,Fast Food,"Mo-Sa 10:00-20:00, Su, PH off",,,https://www.sesamfalafel.de/,Falafel,,,,,,,,Fast Food
3520,48.1480937,11.5771706,Sesam öffne dich,limited,,Restaurant,"Mo-Sa 11:00-16:00, PH,Su off",,,,Arab,,,,,,,,Restaurant
5816,48.1164536,11.5398961,Seven,yes,,Bar,"Mo-Fr 15:00-22:00, Su 15:00-22:00",,,,,,,,,,,,Bar
3282,48.1484933,11.5626643,Shadow Bean Cafe & Bar,yes,,Cafe,"Mo-We 15:00-21:00, Th-Su 11:00-21:00, PH 11:00-21:00",,,https://www.shadowbean.com/,"Coffee Shop,International,Spanish",,,,,,,,Cafe
4747,48.1036159,11.5435962,Shan,limited,,Restaurant,"Mo-Su 11:30-14:30, 17:30-24:00",,,https://shan-india.de/,Indian,no,,,,,,,Restaurant
2521,48.1463901,11.5593637,Shandiz,limited,,Restaurant,11:30-23:00,,,,Persian,,,,,,,,Restaurant
3316,48.1370195,11.5726604,ShaoKao,limited,,Restaurant,"Mo-Sa 11:30-14:00, 17:30-23:00",,,,Asian,,,,,,,,Restaurant
4348,48.1336099,11.5322859,Sheraton München Westpark Hotel,yes,,,,Hotel,,,,,,,,,,,Hotel
1482,48.1599382,11.5853985,Shere Punjab,limited,Stufe.- Hinweis: Straßenbereich erreichbar,Restaurant,11:30-24:00,,,,Indian,,,,,,,,Restaurant
2842,48.1577381,11.5452462,Shiraj,yes,,Restaurant,"Su-Fr 11:30-14:30, 18:00-23:00, Sa 18:00-23:00",,,,Indian,,,,,,,,Restaurant
5942,48.152269,11.5652377,Shiva,limited,,Restaurant,"Mo-Fr 11:30-14:30, PH,Mo-Su 17:30-23:00, PH,Su 12:00-14:30",,,http://www.shiva-muenchen.de,Indian,,,,,,,,Restaurant
672,48.137349,11.5792627,Shoya,limited,,Restaurant,"Mo-Tu 12:00-15:00, 17:00-23:00, Fr-Sa 12:00-23:00",,,,Japanese,,,,,,,,Restaurant
3082,48.1381288,11.5798717,Shoya am Platzl,limited,,Restaurant,Mo-Sa 12:00-23:00,,,https://www.shoya-group.de/,Japanese,,,,,,,,Restaurant
256,48.1545242,11.4701234,Sibelius-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30, Su off",,,,,no,,,,,,,Pharmacy
11422,48.1620292,11.5680349,Sichuan Kueche,yes,,Restaurant,"Mo-Su 11:00-14:30,17:30-22:30, Tu off",,,https://www.sichuan-kueche.de/,Chinese,no,,,,,,,Restaurant
2394,48.1660177,11.4585731,Sidhartha,limited,,Restaurant,"Mo-Sa 11:30-14:30,17:30-23:30, Su 11:30-23:30",,,,Indian,,,,,,,,Restaurant
4559,48.1066847,11.646448,Siegfried-Mollier-Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1361,48.1365382,11.5736743,Sigi Sommer (Der Spaziergänger),yes,,,,Artwork,,,,,,,,,,,Artwork
944,48.1349209,11.5142035,Siglstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
6271,48.1340002,11.5655549,Sila restaurant,limited,,Fast Food,24/7,,,http://www.silarestaurant.com/,Turkish,,,,,,,,Fast Food
3988,48.1295012,11.4792008,Silberdistelstraße,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
1981,48.1153218,11.5793512,Silberhorn-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-13:00",,,,,,,,,,,,Pharmacy
129,48.1149039,11.5804329,Silberhornstraße,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
828,48.1461623,11.6402324,Simit,yes,,Cafe,Mo-So 07:00-18:00,,,,,,,,,,,,Cafe
5190,48.1271709,11.5946,Simplicissimus,limited,,Restaurant,"Mo-Fr 17:00-01:00, Sa 17:00-01:00, PH,Su off",,,http://simplicissimus-muenchen.de/,,,,,,,,,Restaurant
10903,48.1375179,11.5639674,Sindbad,limited,,Restaurant,Mo-Su 08:30-17:00,,,http://sindbad-restaurant.de/,"Kebab,Turkish",no,,,,,,,Restaurant
9724,48.1374471,11.5688761,Sip And Dip,limited,,Cafe,,,,http://sipunddip.de,,,,,,,,,Cafe
303,48.1492435,11.431081,Sipplinger Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
5522,48.1590594,11.5845633,Sisha Time,limited,"kein Rolli-WC. Schwelle zum Innenbereich <7cm, Wintergarten schwellenfrei",Restaurant,,,,,,,,,,,,,Restaurant
4507,48.1900855,11.6154978,Situlistraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
10332,48.1382579,11.5715751,Sitzender Keiler,yes,,,,Artwork,,,,,,,,,,,Artwork
1702,48.1423917,11.5601269,Slemani Grill Restaurant,limited,,Restaurant,"Mo-Fr 11:30-22:00, Sa-Su 12:00-00:00",,,,,,,,,,,,Restaurant
11370,48.1518984,11.5648988,Slurp!,limited,,Restaurant,"11:00-15:00,17:30-22:00, Sa-Su,PH 11:00-22:00",,,,Noodle,,,,,,,,Restaurant
8457,48.1500842,11.4420254,SmartVet Tierarztpraxis,yes,,Veterinary,"Mo-Fr 09:00-19:00, Sa 10:00-18:00, Su 11:00-13:00",,,https://smartvet.de/de/praxisdetail/praxis/TierarztpraxisM%c3%bcnchen-Westkreuz.html,,,,,,,,,Veterinary
10302,48.1538837,11.5576931,Social Entrepreneurship Akademie,yes,,Social Facility,,,,,,,,,,,,,Social Facility
5988,48.1504033,11.5758791,Soda,limited,,Pub,Mo-Su 07:45-03:00,,,,,,,,,,,,Pub
12874,48.1395141,11.5567932,Sofitel Munich Bayerpost,yes,,,,Hotel,,https://www.sofitel-munich.com/,,,,,,,,,Hotel
7682,48.1182427,11.5481005,Sofra Kebab,limited,,Fast Food,Mo-Su 09:00-21:00,,,,Kebab,,,,,,,,Fast Food
749,48.1219589,11.6696636,Solalinden-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-13:00",,,,,,,,,,,,Pharmacy
2444,48.0813534,11.5276455,Solln Bahnhof Wendeschleife,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7666,48.1148808,11.5757578,Solo Italia,limited,,Restaurant,"Mo 17:00-22:30, Th-Sa 17:00-24:00, Su 12:00-22:30, Tu,We off",,,https://www.solo-italia.de/,Italian Pizza,,,,,,,,Restaurant
2838,48.1199436,11.5721241,Sommer,limited,Eine Rampe liegt während der Öffnungszeiten normalerweise vor der Tür,Cafe,Mo-Su 07:00-18:00,,,https://sommer.cafe/,Regional,no,,,,,,,Cafe
1423,48.1491477,11.5592413,Song’s Kitchen,limited,,Restaurant,"Mo-Fr 11:30-14:30,18:00-23:00,Sa,Su,PH 18:00-23:00",,,,Chinese,,,,,,,,Restaurant
3441,48.1301419,11.5838542,Sonne,yes,,,,Artwork,,https://www.deutsches-museum.de/museumsinsel/programm/programm-a-z/planetenweg,,,,,,,,,Artwork
10576,48.135051,11.5660712,Sonnen gesundheitszentrum,limited,,Doctors,,,,,,,,,,,,,Doctors
4102,48.1429421,11.5628144,Sophia's,yes,,Restaurant,,,,https://www.roccofortehotels.com/de/hotels-and-resorts/the-charles-hotel/dinner/sophia-s-bar/,International,,,,,,,,Restaurant
580,48.1320188,11.5975033,Sorry Johnny,limited,Toiletten nur über Treppe erreichbar,Cafe,"Mo 07:30-17:00, Th 07:30-20:00, Fr 07:30-22:00, Sa 10:00-22:00, Su 10:00-17:00",,,,,,,,,,,,Cafe
8272,48.1615065,11.5875203,Souxe Meze,yes,,Restaurant,"Mo-Fr 17:00-01:00, Sa, Su 12:00-01:00",,,https://www.souxemeze.de,Greek,Fully Wheelchair Accessible,,,,,,,Restaurant
2946,48.1016957,11.5819815,Soyerhofstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
11597,48.1195209,11.5182544,Soziale Beratungsstelle Sendling,yes,,Community Centre,,,,,,,,,,,,,Community Centre
1670,48.1454078,11.5296087,Sozialgericht München,yes,,Courthouse,Mo-Fr 08:30-11:30,,,,,,,,,,,,Courthouse
9863,48.1316075,11.6198507,Sozialreferat – Amt für Wohnen und Migration,limited,,Social Facility,,,,https://stadt.muenchen.de/service/info/abteilung-migration-integration-teilhabe/10308039/,,,,,,,,,Social Facility
8255,48.1423096,11.5537618,Sparda Café,yes,,Cafe,"Mo-Th 08:00-18:00, Fr 08:00-16:00",,,,,,,,,,,,Cafe
111,48.1388502,11.5500212,Sparda-Bank,limited,,Bank,"Mo 08:00-13:00,14:00-15:30, Tu 08:00-13:00,14:00-18:00, We 08:00-13:00, Th 08:00-13:00,14:00-18:00, Fr 08:00-13:00",,yes,,,no,,,,,,,Bank
254,48.1834554,11.5794787,Sparkasse,yes,,Bank,24/7,,yes,,,,,,,,,,Bank
3172,48.0943278,11.4821103,Spectaculum Mundi,yes,,Theatre,,,,https://www.spectaculum-mundi.de/,,,,,,,,,Theatre
7328,48.1245335,11.59331,Speisesaal des Salesianum,yes,,Restaurant,,,,,International,Fully Wheelchair Accessible,,,,,,,Restaurant
4262,48.117971,11.6700279,Spertentalstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4107,48.1322839,11.5673241,Spexter,limited,,Cinema,Mo-Sa 10:00-20:00,,,,,,,,,,,,Cinema
496,48.1278283,11.5994991,Spezlwirtschaft,limited,,Restaurant,"Mo-Sa 17:00-01:00, Su 10:00-01:00",,,,Bavarian,,,,,,,,Restaurant
6822,48.1282003,11.5958299,Spicery,yes,,Restaurant,"Su-Th 17:00-22:00, Fr,Sa 17:00-23:00",,,https://www.spicery.asia/,Thai,Fully Wheelchair Accessible,,,,,,,Restaurant
11429,48.1941301,11.5759172,Spiel- und Begegnungszentrum am Hart,yes,,Community Centre,,,,,,Fully Wheelchair Accessible,,,,,,,Community Centre
11519,48.1436621,11.5597853,Spielhalle,yes,,Casino,,,,,,,,,,,,,Casino
291,48.1610736,11.5689431,Spitzweg Apotheke,limited,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,,,,,,,,,Pharmacy
6027,48.1372186,11.5373606,Sportcafe Dikefali,yes,,Cafe,,,,,,,,,,,,,Cafe
2586,48.1635454,11.4667715,Sportgaststätte Obermenzing,yes,,Restaurant,,,,,,,,,,,,,Restaurant
13265,48.1375245,11.5704403,Sportmedizin München,yes,,Doctors,,,,https://sportmedizin-muenchen.eu/,,,,,,,,,Doctors
4325,48.0968564,11.5321306,Sprachen & Dolmetscher Institut München e. V.,yes,,College,,,,,,Fully Wheelchair Accessible,,,,,,,College
9377,48.1575318,11.4157407,St. Alto Apotheke,limited,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-13:00",,,https://www.alto-apotheke.de,,,,,,,,,Pharmacy
13466,48.1025939,11.595609,St. Benno Einkehr,limited,,Restaurant,Mo-Su 10:00-23:00,,,,,no,,,,,,,Restaurant
1469,48.1450768,11.5600474,St. Blasius Apotheke,limited,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 09:00-13:00",,,,,,,,,,,,Pharmacy
5903,48.1761243,11.6316751,St. Emmeram,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1488,48.1760158,11.6272383,St. Emmeramsmühle,yes,,Restaurant,"Mo-Sa 11:00-01:00, Su,PH 10:00-01:00",,,https://www.emmeramsmuehle.de/,,no,,,,,,,Restaurant
1824,48.1757795,11.5741697,St. Mauritius-Apotheke,yes,,Pharmacy,"Mo-Fr 09:00-18:00, Sa 09:00-13:00",,,https://www.st-mauritius-apotheke-schwabing.de,,,,,,,,,Pharmacy
650,48.1074963,11.6543261,St. Monika,yes,,Place of Worship,,,,,,,,,,,,,Place of Worship
3822,48.1114008,11.5259312,St. Morus Apotheke,limited,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-13:00, Su off",,,https://www.morusapotheke-app.de/,,,,,,,,,Pharmacy
1921,48.17369,11.5853722,St. Peter Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:00",,,,,,,,,,,,Pharmacy
4116,48.1620154,11.4135747,St. Quirin Apotheke,limited,,Pharmacy,,,,,,,,,,,,,Pharmacy
2427,48.1606315,11.5729507,St. Raphael-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 08:30-13:30",,,https://straphael-apotheke.de,,,,,,,,,Pharmacy
794,48.1498243,11.6258324,St. Rita,yes,,Place of Worship,,,,,,,,,,,,,Place of Worship
1411,48.1374999,11.5348087,St. Rupertus-Apotheke,limited,,Pharmacy,"Mo,Tu 08:30-19:00, We,Fr 08:30-18:30, Th 08:30-19:15, Sa 08:30-13:00",,,,,,,,,,,,Pharmacy
2493,48.1665021,11.5645483,St. Sebastian-Apotheke,limited,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:00-12:30",,,,,,,,,,,,Pharmacy
1498,48.1282544,11.6462731,St. Veit Apotheke,yes,,Pharmacy,Mo-Sa 08:00-18:30,,,http://www.st-veit-apotheke-online.de,,,,,,,,,Pharmacy
4009,48.1172713,11.5403956,St. Vitus Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-14:00",,,,,,,,,,,,Pharmacy
2765,48.1166149,11.6556194,St.-Augustinus-Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
292,48.1614749,11.5678545,St.-Kilian-Apotheke,limited,,Pharmacy,"Mo-Fr 09:00-19:00, Sa 09:00-13:00",,,,,,,,,,,,Pharmacy
2799,48.0757364,11.5427322,St.-Martin-Brunnen,yes,,Drinking Water,,,,,,,,,,,,,Drinking Water
2935,48.1172393,11.5882855,St.-Martins-Platz,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
4248,48.1219736,11.641905,St.-Veit-Straße,limited,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
11544,48.1469883,11.5682823,Staatliches Museum Ägyptischer Kunst,yes,Barrierefreier Zugang befindet sich auf der Rückseite der Portalwand!,,"Tu 10:00-20:00, We-Su 10:00-18:00",Museum,,https://smaek.de/,,Fully Wheelchair Accessible,,,,,,,Museum
6011,48.1312474,11.5757021,Staatstheater am Gärtnerplatz,yes,,Theatre,,,,,,,,,,,,,Theatre
3340,48.1398637,11.5667107,Stachus-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 09:00-12:00",,,,,,,,,,,,Pharmacy
2413,48.1539415,11.5611944,Stadion an der Schleißheimer Straße,limited,,Pub,"Mo,We 19:00+, Tu ""Keine freien Plätze"", Th 18:30+, Fr 18:00+, Sa 12:30+, Su 13:00+",,,http://www.stadionanderschleissheimerstrasse.de,,,,,,,,,Pub
1619,48.1384174,11.558388,Stadt-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 09:00-18:00",,,https://www.stadtapothekemuenchen.de,,Fully Wheelchair Accessible,,,,,,,Pharmacy
1875,48.1347584,11.572862,Stadtcafe,limited,Keine Rollstuhlgerechte Toilette. Lokal selbst gut zugänglich. 1 Stufe am Gebäudeeingang.,Cafe,"Mo-Th,Su 10:00-24:00, Fr-Sa 10:00-01:00",,,https://www.stadtcafe-muenchen.de/,,,,,,,,,Cafe
1952,48.2229782,11.5559879,Stadteilcafe,yes,,Cafe,"Mo-Th 09:00-15:30, Fr 09:00-14:00",,,,,,,,,,,,Cafe
10107,48.1412143,11.5614017,Stadtrundfahrt,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
839,48.1719638,11.6361496,Stadtsparkasse,yes,,Atm,,,,,,,,,,,,,Atm
832,48.1674041,11.643008,Stadtsparkasse Johanneskirchen,yes,,Bank,"Mo-Th 09:00-18:00, Fr 09:00-16:00",,,,,,,,,,,,Bank
104,48.1279154,11.6043686,Stadtsparkasse München,yes,,Atm,,,,,,,,,,,,,Atm
2367,48.1448138,11.4231561,Stadtsparkasse München (Neuaubing),yes,,Bank,"Mo-We,Fr 08:45-12:30,13:30-16:00, Th 08:45-12:30,13:30-18:00",,yes,,,,,,,,,,Bank
724,48.1770335,11.5730107,Stadtsparkasse München - Filiale Belgradstraße,yes,,Bank,"Mo-Th 09:00-18:00, Fr 09:00-16:00",,,,,,,,,,,,Bank
7331,48.1807268,11.5530256,Stadtsparkasse München Filiale Olympiadorf,yes,,Bank,"Mo-Fr 08:45-12:30, Mo-We,Fr 13:30-16:00, Th 13:30-18:00",,yes,https://www.sskm.de/,,,,,,,,,Bank
667,48.1156393,11.5814803,Stadtsparkasse München – BeratungsCenter Giesing,limited,,Bank,"Mo-Th 09:00-18:00, Fr 09:00-16:00, PH,Sa,Su off",,yes,https://www.sskm.de/de/home/toolbar/filialen/stadtsparkasse-muenchen-beratungscenter-giesing-40729.html,,,,,,,,,Bank
1915,48.1728642,11.5959684,Stadtsparkasse Verwaltungszentrum,yes,,Bank,"Mo,We,Fr 09:00-12:30, Tu 14:00-16:00, Th 14:00-18:00",,yes,,,,,,,,,,Bank
10271,48.1132304,11.5776532,Stadtteilladen Giesing,yes,,Community Centre,"Tu 09:00-14:00, Th 10:00-15:00, We 13:00-18:00",,,https://www.stadtteilladen-giesing.de/,,no,,,,,,,Community Centre
11591,48.171143,11.5307238,Stadtwerke München,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
2968,48.1344419,11.6633866,Stahlgruberring,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
6069,48.0901223,11.4722499,Starnberger Weg,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4129,48.1090709,11.6398392,Staudingerstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2396,48.1783459,11.5675883,Stefan Decker,limited,,Fast Food,"Mo 06:00-13:20, Tu-Fr 06:00-18:00, Sa 06:00-12:00",,,,Regional,,,,,,,,Fast Food
51,48.092589,11.5502469,Steg an der Marienklause,yes,,,,Viewpoint,,,,,,,,,,,Viewpoint
50,48.1258794,11.5082645,Stegener Weg,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1672,48.1624748,11.6451025,Stegmühlstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
12151,48.1517389,11.5789451,Stehimbiss an der Uni,yes,,Fast Food,"Mo-Fr 10:30-20:00, Sa 10:30-16:00",,,,Asian,,,,,,,,Fast Food
11447,48.1746395,11.5903938,Steigenberger Hotel München,yes,,,,Hotel,,https://www.steigenberger.com/hotels/alle-hotels/deutschland/muenchen/steigenberger-hotel-muenchen,,Fully Wheelchair Accessible,,,,,,,Hotel
520,48.1498533,11.5642279,Steinheil Sechzehn,limited,,Restaurant,Mo-Su 10:00-01:00,,,https://www.steinheil16.de/,German,,,,,,,,Restaurant
9419,48.1224219,11.5441789,Stenz,yes,,Cafe,"Mo-Fr 09:00-17:00, Sa-Su 09:00-18:00",,,https://www.stenz.bayern/,Regional,,,,,,,,Cafe
39,48.1307553,11.5657203,Stephansplatz,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
6184,48.1459675,11.6030639,Sternwartstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
795,48.1502458,11.5196337,Steubenplatz,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
6805,48.1474928,11.557725,Stiglerie,yes,,Restaurant,"Mo-Fr 11:30-14:30, Mo-Fr 18:00-23:00, Sa 18:00-01:00",,,https://www.stiglerie.de/,,,,,,,,,Restaurant
