,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine
1564,48.1688579,11.5740209,Prinz-Eugen-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Jan-Dec: Mo-Sa 09:00-13:00, Mo-Fr 14:00-18:30",,,,
1346,48.1407004,11.4690431,Prinzregent-Garten,Fully Wheelchair Accessible,,Restaurant,,,,,
2876,48.1430881,11.5746036,Prinzregent-Luitpold-Brunnen,Fully Wheelchair Accessible,,Drinking_Water,,,,,
12459,48.1592756,11.5857662,Privatpraxis Julija Schönweiß,Partially Wheelchair Accessible,,Doctors,,,,,
3617,48.1379097,11.5738679,Privatpraxis am Dom,Fully Wheelchair Accessible,,Doctors,,,,,
7989,48.1376,11.5694864,Pschorr-Garage,Fully Wheelchair Accessible,,Parking,,,,,
4452,48.1379608,11.5323874,Psiloritis Kreta,Partially Wheelchair Accessible,,Restaurant,,,,,Greek
11308,48.1174075,11.5258478,Psychotherapeut Horst Vetter,Fully Wheelchair Accessible,,Doctors,,,,,
11305,48.1174583,11.5258526,Psychotherapeutin Florika Goldhorn,Fully Wheelchair Accessible,,Doctors,,,,,
11306,48.1174727,11.5257923,Psychotherapeutin Michaela Schweiger,Fully Wheelchair Accessible,,Doctors,,,,,
8556,48.1315046,11.5682113,Punkto Café-Bar,Partially Wheelchair Accessible,,Restaurant,"Su-Th 15:00-24:00, Fr-Sa 15:00-05:00",,,,"Italian,Pizza"
9601,48.1566848,11.5303291,Puro Bar e Cucina,Partially Wheelchair Accessible,,Restaurant,"Tu-Fr 11:30-15:00,18:00-22:00, Sa-Su 18:00-22:00",,,https://www.puro-bar-cucina.de/,Italian
12072,48.137519,11.5605643,Qaswaa,Fully Wheelchair Accessible,,Restaurant,Mo-Su 09:30-24:00,,,,Arab
947,48.1467157,11.6403849,Quellen-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,
3151,48.1527554,11.5315478,Quán Com,Fully Wheelchair Accessible,,Restaurant,"Mo off, Tu-Su 11:30-15:00,17:00-23:30",,,,Vietnamese
820,48.1392564,11.5177244,RAM'S Food Market,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 06:00-20:00, Sa,Su 07:00-20:00",,,,
7172,48.1495273,11.5596085,RAW,Fully Wheelchair Accessible,,Pub,We-Sa 20:00-01:00,,,https://www.rawmetalbar.com/,
1083,48.100624,11.625384,ROMA,Fully Wheelchair Accessible,,Restaurant,Mo-Su 11:00-23:00,,,https://www.roma-perlach.de,Italian
2541,48.1559645,11.5762023,ROSE Wein-Brasserie,Partially Wheelchair Accessible,kein Rolli-WC,Restaurant,"Tu-Su 17:30-01:00, Mo Off",,,,
8860,48.1808905,11.5712702,Rabiang Thai,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:30,17:30-22:30, Sa 17:00-23:00, Su 12:00-15:00,17:00-22:00",,,https://www.rabiangthai.de/,Thai
10704,48.090747,11.5564488,Radiologie360°,Fully Wheelchair Accessible,,Doctors,Mo-Fr 08:00-18:00,,,,
9945,48.1149597,11.482622,Radiologisch-Nuklearmedizinische Praxis,Fully Wheelchair Accessible,,Doctors,,,,https://www.radiologie-grosshadern-muenchen.de/,
5535,48.1511761,11.6089307,Radiologische Diagnostik Dr. Wachter u.a.,Partially Wheelchair Accessible,kein Rolli-WC,Doctors,,,,,
1169,48.1973801,11.5236013,Raiffeisenbank,Fully Wheelchair Accessible,,Bank,"Mo-Tu 08:30-12:30, 13:30-18:00, We 08:30-14:00, Th 08:30-12:30, 13:30-18:00, Fr 08:30-14:00",,Fully Wheelchair Accessible,,
4688,48.1791521,11.4928746,"Raiffeisenbank Dachau eG, Filiale Untermenzing",Fully Wheelchair Accessible,,Bank,,,,https://www.vr-dachau.de/wir-fuer-sie/filialen-ansprechpartner/filialen/uebersicht-filialen/Filiale-Muenchen-Untermenzing.html,
1996,48.1902746,11.4599729,Raiffeisenbank München Nord eG,Fully Wheelchair Accessible,,Bank,,,Fully Wheelchair Accessible,,
3367,48.0942567,11.4984029,Raiffeisenbank München Süd eG,Fully Wheelchair Accessible,,Bank,"Mo-Fr 08:00-12:30, Mo-We,Fr 14:00-16:00, Th 14:00-18:00",,,https://www.raiba-muc-sued.de/start.html,
12919,48.1978059,11.5452552,Raiffeisenbank München-Nord eG,Partially Wheelchair Accessible,,Bank,"Mo,Tu,Th 08:30-12:30,13:30-18:00, We,Fr 08:30-14:00",,Fully Wheelchair Accessible,,
3693,48.1369918,11.5757702,Raiffeisenbank München-Süd eG,Fully Wheelchair Accessible,,Atm,,,,https://www.raiba-muc-sued.de/ihre-bank/Das_sind_wir/geldautomaten/gaa-Marienplatz.html,
12728,48.1746386,11.5859818,Raiffeisenbank RSA,Fully Wheelchair Accessible,,Bank,"Mo, Tu, Th, Fr 12:00-19:00",,no,,
7167,48.128266,11.6046237,Rail & Fresh WC,Fully Wheelchair Accessible,Euroschlüssel erforderlich!,Toilets,05:00-01:00,,,,
4640,48.1328724,11.5745919,Rainbow,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 12:00-15:00,18:00-24:00, Su,PH 18:00-24:00",,,http://www.rainbow-thai.de/,Asian
356,48.2077322,11.5525948,Rainfarn Apotheke - Sanitätshaus,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 09:00-18:30, Sa 09:00-13:00",,,https://www.rainfarn.de/,
4600,48.1296433,11.7001521,Raja-India,Fully Wheelchair Accessible,,Restaurant,"Mo-Su 11:00-14:30,17:00-23:00",,,https://raja-india.de/,"Pizza,Indian"
3629,48.137705,11.5758602,Rathaus Kantine,Fully Wheelchair Accessible,Am Seiteneingang befindet sich eine Rampe. Eine rollstuhlgerechte Toilette ist vorhanden.,Restaurant,"Mo-Fr 11:00-18:30, Sa 12:00-16:00",,,https://www.ratskeller.com/essen-trinken/speise-getraenkekarten.html,Regional
323,48.1373568,11.5762875,Rathaus-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Sa 09:00-20:00, PH off",,,https://www.rathausapotheke-muenchen.de/,
4700,48.1381554,11.5758936,Rathausgalerie | Kunsthalle,Partially Wheelchair Accessible,,Arts_Centre,"Tu-Fr 13:00-19:00, Sa,Su 11:00-19:00",Museum,,https://www.muenchen.de/sehenswuerdigkeiten/rathausgalerie-kunsthalle,
73,48.1373943,11.5760552,Ratskeller,Fully Wheelchair Accessible,"barrierefreies WC im UG, per Lift erreichbar",Restaurant,11:00-23:00,,,,
2675,48.1381636,11.5756549,Ratskeller Weinstube,Fully Wheelchair Accessible,,Pub,"Mo-Sa 10:00-01:00, Su 10:00-00:00",,,,
1312,48.1991342,11.5113199,Rattlesnake Saloon,Fully Wheelchair Accessible,,Restaurant,Th-Su 18:00-03:00,,,https://rattlesnake-saloon.com/,
10521,48.098086,11.65932,Raum 20 - Frauentreffpunkt Neuperlach,Fully Wheelchair Accessible,,Community_Centre,,,,,
10435,48.1361638,11.5644646,Razdhani,Fully Wheelchair Accessible,,Restaurant,"Su-Th 11:00-23:00, Fr-Sa 11:00-01:00",,,http://www.razdhani.de,Indian
1300,48.1968899,11.5461062,ReMo's,Partially Wheelchair Accessible,,Pub,"Mo-Sa 11:00-22:00, Su 11:00-21:00",,,,
2867,48.1386245,11.5312763,Red Pepper,Partially Wheelchair Accessible,,Restaurant,Mo-Su 10:00-01:00,,,https://redpepper-westend.de/,
1182,48.1342182,11.5665189,Regenbogenapotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 09:00-14:00",,,https://www.hieristsgesund.de/,
13385,48.1032814,11.5816501,Rehapy,Fully Wheelchair Accessible,,Doctors,"Mo-Th 08:00-19:00, Fr 08:00-16:00",,,,
3809,48.1423044,11.5495263,Reisebank,Partially Wheelchair Accessible,,Atm,,,Fully Wheelchair Accessible,,
3491,48.1565785,11.5112961,Reiskorn,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-22:00, Sa 17:00-22:00, Su 12:00-22:00, Mo-Fr 06:30-18:00, Sa 06:30-12:00, Su 08:00-18:00",,,,Vietnamese
5295,48.1322232,11.5673815,Rendezvous,Partially Wheelchair Accessible,,Bar,Mo-Su 16:00+,,,,
11643,48.1320177,11.6906642,Renners Cafe in den Arcaden,Fully Wheelchair Accessible,,Cafe,,,,,
3162,48.1400883,11.5794794,Residenztheater,Fully Wheelchair Accessible,,Theatre,,,,,
10976,48.1301328,11.5177253,Restaurant Athen,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 11:30-15:00, 17:30-00:00",,,,Greek
13462,48.1760096,11.4429581,Restaurant Bambusgarten,Fully Wheelchair Accessible,,Restaurant,Mo-Sa 09:00-18:00,,,,
4345,48.1349047,11.5115161,Restaurant Martin,Fully Wheelchair Accessible,,Restaurant,Mo-Su 12:00-23:00,,,,Balkan
1780,48.1637695,11.6236913,Restaurant Oropa Livadi,Partially Wheelchair Accessible,Flache Ebene,Restaurant,,,,https://www.oropa-livadi.de,
7577,48.128156,11.5730029,Restaurant Saint Laurent,Partially Wheelchair Accessible,,Restaurant,"Tu-Su 18:00-01:00, Mo off",,,https://restaurantsaintlaurent.wordpress.com,
859,48.1389063,11.5906563,Restaurant SirTobi,Partially Wheelchair Accessible,,Restaurant,"Mo-We 11:30-15:00, Th,Fr 11:30-15:00,17:30-24:00",,,http://www.sirtobi-muenchen.de/,Regional
8315,48.1742882,11.5544938,Restaurant am Olympiasee,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 09:45-18:00, Sa-Su 09:45-19:00",,,,German
7611,48.1244848,11.5859877,Restaurant no. 5,Fully Wheelchair Accessible,,Restaurant,,,,,
351,48.207728,11.5638855,Restaurant zum Harthof,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:00-21:00,,,https://restaurant-harthof.de/,"Chicken,Burger,German,Seafood"
8436,48.1265563,11.4756546,Rick's Cafe Bar Restaurant,Partially Wheelchair Accessible,,Restaurant,Tu-Su 11:00-23:00,,,,German
327,48.1343349,11.5815344,Rieger City,Partially Wheelchair Accessible,,Parking,,,,,
9072,48.1330574,11.6900533,Riem-Arcaden,Fully Wheelchair Accessible,,Parking,,,,,
998,48.1407438,11.6813099,Riemer Bistro,Partially Wheelchair Accessible,,Fast Food,,,,,Kebab
7121,48.1502807,11.4135097,Riesenburg Apotheke,Partially Wheelchair Accessible,,Pharmacy,,,,,
7409,48.1836479,11.5631605,Riesenfeld-Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,
7129,48.1645749,11.5585883,Rigoletto,Fully Wheelchair Accessible,,Restaurant,"Mo off, Tu-Th 08:00-10:00, We 12:00-18:00, Th 12:00-21:00, Fr 08:00-21:00, PH,Sa,Su 08:00-18:00",,,https://www.speisecafe-rigoletto.de/,International
3562,48.1364668,11.5574673,Rihani Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 08:30-19:00",,,https://www.rihani-apotheke.de/,
365,48.1286376,11.5930332,Rio Palast,Partially Wheelchair Accessible,,Cinema,,,,https://www.riopalast.de,
3421,48.1355971,11.5692452,Ristorante Italomania,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:00-23:30,,,,Italian
2123,48.1708783,11.5639536,Ristorante L'Ancora,Partially Wheelchair Accessible,,Restaurant,"PH,Mo-Su 11:30-23:00",,,https://www.lancora.de/,Italian
9117,48.1119225,11.5475594,Ristorante La Fontana,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 12:00-14:30,17:30-23:00, Sa 17:00-23:00, Su off",,,,Italian
7117,48.1649396,11.4683731,Ristorante Limoncello,Fully Wheelchair Accessible,,Restaurant,,,,,Italian
3238,48.1178752,11.5815467,Ristorante Pizzeria Alpenhof,Partially Wheelchair Accessible,Toiletten ebenerdig aber nicht mit Rollstuhl befahrbar,Restaurant,"Mo-Fr 11:00-24:00, Sa 12:00-24:00, Su 12:00-23:00",,,https://www.osteria-alpenhof.de/,Italian
3110,48.1597512,11.5457609,Ristorante Pizzeria Roma,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-15:00,17:30-22:30, Sa 17:30-22:30",,,https://www.ristoranteroma-muenchen.de/,Italian
3527,48.1416369,11.4489299,Ristorante da Ugo,Fully Wheelchair Accessible,,Restaurant,"Tu 18:00-23:00, We-Su 11:30-15:00,18:00-23:00",,,http://www.ristorante-da-ugo.de/,Italian
529,48.1332551,11.6035652,Ristorante il Padrino,Partially Wheelchair Accessible,Die Toiletten sind im Keller und somit leider absolut nicht Rollstuhlgerecht,Restaurant,"Mo-Su,PH 11:30-14:30,17:30-23:30",,,https://www.ilpadrino.de/,Italian
10239,48.1395291,11.5010544,Ristorante la Rosa,Fully Wheelchair Accessible,,Restaurant,,,,,
5793,48.1177013,11.5258635,Ristorante-Pizzeria Amalfi,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 11:00-15:00,17:00-00:00, Su 11:00-24:00",,,,Italian
827,48.1759067,11.465705,Ristorante-Pizzeria Papà Franco,Partially Wheelchair Accessible,,Restaurant,"Mo 15:00-23:00, Tu-Su 10:30-23:00, Sa 10:30-24:00",,,,Italian
11557,48.0954144,11.4956844,Ritterapotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-14:00",,,,
10104,48.1390768,11.5391259,Robert Manghofer,Partially Wheelchair Accessible,,Doctors,"Mo,Tu,Th 07:30-18:30, We 07:30-16:30, Fr 07:30-12:00",,,,
5950,48.1512949,11.5640104,Robert-Koch-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-We,Fr 08:00-18:30, Th 08:00-19:00, Sa 08:00-13:30",,,https://www.robertkochapo-muenchen.de/,
11013,48.1319436,11.575433,Robinson's Bar,Partially Wheelchair Accessible,,Bar,"Su-We 19:00-03:00, Th 19:00-04:00, Fr-Sa 19:00-05:00",,,,
6442,48.1206202,11.5613098,Roecklplatz,Partially Wheelchair Accessible,,Restaurant,Mo-Sa 17:30-01:00,,,https://roecklplatz.de/,German
1972,48.1356076,11.5766523,Roider-Jackl-Brunnen,Fully Wheelchair Accessible,,Fountain,,Attraction,,,
9798,48.1252851,11.5795042,Rollo Kebab & Burgerhaus,Partially Wheelchair Accessible,,Fast Food,"Mo-Th 10:00-23:30, Fr -Su 10:00-24:00",,,,"Burger,Kebab"
9233,48.2184684,11.6234525,Rollwagerl-SHOP in der Allianz Arena,Fully Wheelchair Accessible,,Community_Centre,,,,https://rollwagerl.de/service/shop/,
4059,48.1572311,11.5291832,Romans,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-01:00, Sa-Su,PH 10:00-01:00",,,,Italian
13092,48.1530708,11.5491497,Ronald McDonald Haus München am Deutschen Herzzentrum,Fully Wheelchair Accessible,,Social_Facility,,,,https://www.mcdonalds-kinderhilfe.org/muenchen-herzzentrum/unser-haus/,
160,48.0907059,11.5562737,Rondell Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Th 08:00-19:00, Fr 08:00-18:30, Sa 08:30-13:00, PH off",,,https://www.rondell-apotheke.de/,
1178,48.1364717,11.5738671,Rosenapotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-20:00, Sa 09:00-20:00",,,https://www.rosenapotheke.com/,
9823,48.1397232,11.5372646,Rosi's,Partially Wheelchair Accessible,,Pub,,,,,
7042,48.1305519,11.5671817,Rostiger Pudel,Partially Wheelchair Accessible,,Bar,,,,,
4113,48.1421809,11.5701425,Rote Sonne,Partially Wheelchair Accessible,,Nightclub,,,,https://www.rote-sonne.com/,
4428,48.1520093,11.5327964,Rotkreuzplatz-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 08:30-18:00",,,,
5610,48.1265267,11.552816,Rotkäppchen Burgergrill,Fully Wheelchair Accessible,"no entry ramps, toilets unknown",Restaurant,"Mo-Fr 11:30-15:00,17:00-00:00, Sa,Su,PH 11:30-00:00, Dec 24 11:30-15:00, Dec 25 off, Dec 26 17:00+, Jan 1,Dec 31 11:30+",,,http://www.käppchenburgergrill.de/,Burger
613,48.1130101,11.6766322,Royal Garden,Partially Wheelchair Accessible,,Restaurant,"We-Mo,PH 11:30-15:00, 17:30-22:00, Tu 11:30-15:00",,,,Chinese
11946,48.1620299,11.5681187,Royal Healthy Slices,Fully Wheelchair Accessible,,Fast Food,Mo-Su 11:00-16:00,,,,Georgian
11155,48.1461889,11.5589507,Ruby Lilly,Fully Wheelchair Accessible,,,,Hotel,,,
3307,48.1360065,11.5745254,Ruff's Burger Imbiss,Fully Wheelchair Accessible,,Fast Food,"Mo-Sa 10:30-22:00, Su 12:00-21:00",,,https://www.ruffsburger.de/,Burger
11921,48.1324218,11.5671793,Ruff's Burger Restaurant,Partially Wheelchair Accessible,,Restaurant,"Mo,Su 11:30-22:00, Tu-Th 11:30-23:00, Fr,Sa 11:30-24:00",,,https://www.ruffsburger.de/,Burger
2509,48.1579728,11.5354241,Ruffini,Partially Wheelchair Accessible,,Cafe,"Tu-Fr 08:30-18:00, Sa 08:30-17:00, PH,Su 09:00-17:00",,,https://www.ruffini.de/,
11989,48.1410822,11.5191436,Rumeli,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30 - 15:00, 17:00 - 24:00, Sa, Ph 17:00 - 24:00",,,https://rumeli-restaurant.de/,Turkish
325,48.1336021,11.5764395,Rumford Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 09:00-17:00",,,https://www.rumford-apotheke.de/,
5241,48.1334237,11.6099576,Rusticana,Fully Wheelchair Accessible,,Restaurant,"Mo-Su,PH 17:00-24:00+",,,,Steak
11574,48.14845,11.4612487,Rämisch,Fully Wheelchair Accessible,,Doctors,,,,https://chirurgie-pasing.de/,
202,48.1506744,11.5809644,Römischer Brunnen,Fully Wheelchair Accessible,nur unmittelbar an den Brunnen kann man nicht heranfahren,Fountain,,Attraction,,,
811,48.1509952,11.5486745,Rüen Thong,Partially Wheelchair Accessible,,Restaurant,"Tu-Su 11:30-14:30,18:00-23:00, Sa 18:00-23:00",,,https://www.ruenthong.de/,Thai
1448,48.1493189,11.5460317,S'Maillinger,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 10:30-23:59, PH,Sa,Su off",,,,Bavarian
4222,48.159643,11.5633943,S. Merzendorfer GmbH & Co KG,Fully Wheelchair Accessible,,Healthcare,"Mo-Th 09:00-12:30,13:30-18:30, Fr 09:00-15:00, PH off",,,,
2844,48.1559997,11.5361325,SAM - sushi and meat,Fully Wheelchair Accessible,,Restaurant,"Mo-Su 12:00-14:00,17:00-23:30",,,https://www.sushiandmeat.de/,"Japanese,Sushi"
3187,48.111271,11.5337563,SB-Back - Coffee Shop,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 05:00-15:00, Sa 06:00-13:00, PH,Su 06:00-13:00",,,,
2716,48.1846424,11.5730936,SB-Bäckerei,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 06:00-15:00, Su 08:00-12:00",,,,
12417,48.1308882,11.5718914,SEN,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:30,18:00-22:00, Sa 18:00-22:00",,,https://sen-muenchen.de,"Vietnamese,Asian"
10715,48.1785926,11.59467,SMARTments business,Fully Wheelchair Accessible,,,,Hotel,,https://www.smartments-business.de/standorte/muenchen-parkstadt-schwabing,
12879,48.1269893,11.6065755,SMIT & Coffee,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 06:00-16:00, Sa 06:00-14:00, PH,Su off",,,,
4337,48.1272653,11.5031056,ST Hedwig Apotheke,Partially Wheelchair Accessible,,Pharmacy,,,,,
4716,48.1249179,11.5490679,STROM,Partially Wheelchair Accessible,,Nightclub,,,,https://strom-muc.de/,
3177,48.1348366,11.5771568,Sababa,Partially Wheelchair Accessible,,Fast Food,Mo-Sa 10:00-19:00,,,http://www.sababa-munich.com/,"Arab,Falafel,Shawarma"
573,48.1294277,11.5949049,Safran,Partially Wheelchair Accessible,,Restaurant,,,,http://www.restaurant-safran-münchen.de,Indian
3247,48.1355627,11.5758849,Saftladen,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 07:00-20:00, Sa 07:00-19:00",,,,Juice
4709,48.1345031,11.5754159,Sallis Kitchen,Fully Wheelchair Accessible,,Cafe,"Mo-Sa 09:00-21:00, Su 10:00-18:00",,,,Coffee_Shop
1168,48.1193463,11.5834179,Salvator Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:15-18:30, Sa 09:00-13:00",,,https://www.salvator-apotheke-muenchen.de/,
2403,48.1612906,11.5692966,"Salve - Bar, Cucina & Pizzeria",Partially Wheelchair Accessible,,Bar,"Mo-Fr 10:30-22:00, Su 17:00-22:00",,,https://salve-muenchen.de,Italian
11639,48.1318006,11.5713788,Samrat,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:30, 17:30-23:00,Sa 17:30-23:00,Su 14:00-23:00",,,https://www.samrat-muenchen.de/,Indian
2966,48.1509528,11.551718,San Benno,Fully Wheelchair Accessible,,Restaurant,Mo-Su 11:30-23:00,,,,"Italian,Pizza,Pasta,Seafood,Ice_Cream"
5229,48.137286,11.5282634,San Marino,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 11:30-15:00, 18:00-23:30",,,,Italian
145,48.1396234,11.6816237,San Martino,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 12:00-14:30, 18:00-22:30",,,https://classik-hotel-collection.com/hotels/classik-hotel-martinshof-muenchen,Italian
11659,48.1861996,11.5621448,San Remo,Partially Wheelchair Accessible,,Ice_Cream,,,,,
11295,48.1036903,11.5398032,Sana Gesundheitscampus München,Fully Wheelchair Accessible,,Hospital,,,,https://www.sana.de/muenchen,
697,48.1042723,11.5394238,Sana Klinik,Fully Wheelchair Accessible,,Hospital,,,,https://www.sana.de/muenchen,
2812,48.1293461,11.5790084,Sandhu India,Partially Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-14:30,17:00-22:00",,,,Indian
6684,48.1380699,11.5985231,Sandro,Partially Wheelchair Accessible,,Cafe,,,,,
13502,48.14005,11.5589142,"Sandwich, Snacks & Café",Fully Wheelchair Accessible,,Fast Food,,,,,Sandwich
10237,48.1098466,11.5805894,Sangam,Fully Wheelchair Accessible,,Restaurant,11:30-23:00,,,,Indian
2673,48.1432278,11.5751724,Sangeet,Partially Wheelchair Accessible,kein Rolli-WC,Restaurant,"PH,Mo-Su 11:30-23:00",,,,Indian
7796,48.1833365,11.5345097,Sani Plus,Fully Wheelchair Accessible,,Pharmacy,Mo-Sa 09:00-20:00,,,,
6399,48.131661,11.690633,Sani-Plus-Apotheke,Fully Wheelchair Accessible,,Pharmacy,Mo-Sa 09:00-20:00,,,,
5414,48.1011945,11.6441856,SaniPep Apotheke,Fully Wheelchair Accessible,,Pharmacy,Mo-Sa 08:30-20:00,,,https://www.sanipep.de/,
2156,48.1822763,11.5291203,SaniPlus,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-20:00, Sa 08:30-20:00",,,https://www.apotheken.com/apotheken.html,
2915,48.0829,11.5050405,Sankt Ansgar,Partially Wheelchair Accessible,,Place_Of_Worship,,,,,
11363,48.1517931,11.578051,Sansaro,Fully Wheelchair Accessible,,Restaurant,"Mo-Sa 12:00-14:00, 18:00-23:00, Su 18:00-22:00",,,,Japanese
430,48.1289207,11.6040982,Santander,Partially Wheelchair Accessible,,Bank,"Mo,We 09:00-13:00,14:00-16:00, Tu,Th 09:00-13:00,14:00-18:00, Fr 09:00-14:00",,,https://www.santander.de/privatkunden/,
1968,48.098615,11.5382844,Santorini,Partially Wheelchair Accessible,,Restaurant,"Tu-Su 11:30-15:00,17:00-23:30",,,https://www.santorini-muenchen.de/,Greek
10737,48.1215677,11.5406155,Sapori Originali,Fully Wheelchair Accessible,,Restaurant,"Mo,Th-Fr 10:00-22:00, Tu-We,Sa 12:00-20:00, PH,Su closed",,,https://www.stemmerhof.de/sapori-originali.html,Italian
1655,48.1535276,11.5366968,Saravanaa Bhavan,Fully Wheelchair Accessible,,Restaurant,Mo-Su 11:00-22:00,,,https://saravanaabhavan.de/de/muenchen/,"Indian,South_Indian"
4472,48.1187672,11.5841102,Saray,Partially Wheelchair Accessible,,Cafe,,,,,
2678,48.136948,11.5746114,Sasou,Fully Wheelchair Accessible,,Fast Food,Mo-Sa 11:00-22:00,,,https://www.sasou.de/,Japanese
560,48.1315887,11.598935,Satluj,Partially Wheelchair Accessible,,Restaurant,"Mo-Su,PH 11:30-15:00,17:30-24:00",,,https://www.satluj-munich.de/,Indian
3435,48.1249421,11.5745294,Saturn,Fully Wheelchair Accessible,,,,Artwork,,,
519,48.131088,11.6161355,Satyam,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 11:30-14:30,17:30-23:00, Su 17:30-23:00",,,http://restaurant-satyam.de/,Indian
2689,48.1359017,11.578978,Sausalitos,Partially Wheelchair Accessible,,Restaurant,"Mo-Th,Su 16:00-01:00, Fr-Sa 12:00-02:00",,,https://www.sausalitos.de/,Mexican
7029,48.1261646,11.5613082,Savanna,Partially Wheelchair Accessible,,Restaurant,Tu-Su 17:00-01:00,,,https://www.savanna-munich.com/,African
2320,48.1301349,11.5704389,Sax,Fully Wheelchair Accessible,,Pub,"Su-Th 10:00-01:00, Fr-Sa 10:00-03:00",,,,
13499,48.1298802,11.6245203,Scandic München Macherei,Fully Wheelchair Accessible,,,,Hotel,,https://www.scandichotels.de/hotelsuche/deutschland/munchen/scandic-muenchen-macherei,
11948,48.1354754,11.5815079,Schapeau,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:00-23:30,,,https://www.schapeau.de,"German,Regional"
3106,48.1655064,11.5597178,SchauRaum,Fully Wheelchair Accessible,,,,Artwork,,,
165,48.1574787,11.5753003,Schauburg,Partially Wheelchair Accessible,,Theatre,"Tu-Fr 14:00-18:00, Sa 12:00-18:00",,,https://www.schauburg.net/,
1612,48.1512061,11.5731678,Schelling-Salon,Partially Wheelchair Accessible,Stufe,Pub,Th-Mo 10:00-01:00,,,https://www.schelling-salon.de/,
10397,48.1485013,11.4421122,Schiller's Bistro,Fully Wheelchair Accessible,,Pub,"Mo-Th 10:00-24:00, Fr-Sa 10:00-01:00, Su,PH 11:00-23:00",,,,
1098,48.1110865,11.5845279,Schinken Peter,Fully Wheelchair Accessible,,Restaurant,"Tu-Fr 16:30-24:00, PH,Sa,Su 11:30-24:00",,,,
3557,48.1556251,11.5056392,Schlosswirtschaft Schwaige,Fully Wheelchair Accessible,,Restaurant,Mo-Su 11:00-24:00,,,https://www.schlosswirtschaft-schwaige.de/,Regional
2744,48.1631352,11.5905927,Schluckauf,Partially Wheelchair Accessible,Stufe deutlich höher als 7 cm,Bar,"Mo-Th 19:00-02:00, Fr-Sa 19:00-05:00",,,http://schluckauf-schwabing.de/,
3018,48.1218663,11.5415194,Schmied-von-Kochel-Denkmal,Fully Wheelchair Accessible,,Fountain,,Attraction,,,
777,48.1276398,11.6297863,Schneider Bräuhaus,Fully Wheelchair Accessible,,Restaurant,Mo-Su 16:30-23:30+,,,https://www.schneider-brauhaus-bergamlaim.de/de,Regional
12747,48.0981181,11.5094708,Schnickschnack,Fully Wheelchair Accessible,,Cafe,Tu-Sa 10:00-18:00,,,,Cake
2011,48.179298,11.5641984,Schoppenhauer,Partially Wheelchair Accessible,,Pub,,,,,
1887,48.1339941,11.5739818,Schranne,Partially Wheelchair Accessible,,Parking,,,,,
